230079,14
230079,1
226495,14
211384,1
208822,14
208822,1
212137,10
165031,1
191910,2
191910,15
189603,14
219803,15
203672,14
203672,1
241297,15
169100,1
189065,10
244617,14
238977,2
210801,14
178032,15
165736,15
228711,14
210532,15
203363,15
237153,1
148569,15
183640,15
223064,15
203594,8
238660,14
234048,1
228404,1
193057,15
235553,15
210202,1
189209,1
45842,15
202512,10
212238,1
234763,10
179971,15
193794,15
237566,10
229628,15
225530,15
142329,15
201714,15
216815,15
199407,15
214506,15
244963,15
225507,10
215267,15
195037,15
216284,2
216284,15
204496,15
184527,14
213711,10
227790,15
198857,15
204227,15
188352,10
224186,15
231089,15
229294,15
198062,15
169388,10
189607,15
210329,1
203161,15
172696,15
235927,14
203159,15
205451,15
228738,14
228738,1
187265,1
163713,1
224376,15
198776,1
225653,14
230249,15
225894,15
212830,14
229469,1
233301,10
198479,15
219470,10
219470,15
172100,15
229694,1
239670,15
223794,14
223794,1
197925,14
190752,2
189472,15
235552,15
207645,14
207645,1
229654,14
229654,1
215574,10
184852,15
204820,1
204550,14
214006,1
212469,15
198641,15
199152,15
230383,15
238053,1
237539,1
204771,10
199131,10
216793,15
190424,1
213718,15
227537,15
211920,10
198856,15
204737,14
204737,1
206006,10
200113,14
212138,14
230292,1
214418,1
155533,15
200065,2
200065,15
193143,15
214135,2
214135,15
233075,15
235103,1
211287,14
208459,15
188234,15
209738,15
204104,2
188485,15
203327,15
210237,1
206141,2
206649,15
193847,15
227638,15
211250,15
187942,15
184614,2
163619,1
201240,14
208919,1
143119,15
200461,14
189451,15
222475,10
230400,2
237819,10
217082,15
199674,15
220921,15
232183,1
186614,15
219626,14
208615,2
208615,15
224739,10
208099,15
238555,1
212947,14
237520,10
204493,15
224459,14
216523,15
188616,1
210879,15
214718,14
214718,1
201149,15
202149,10
240034,15
215970,14
215455,15
234396,14
238227,14
230289,1
202107,10
185204,15
239732,10
230516,15
226419,1
200818,15
219496,2
219496,15
229473,1
190560,2
190560,15
215391,15
190557,10
219988,15
208977,14
226380,14
199490,10
202559,1
215358,10
186684,15
227642,1
51257,2
235320,2
186158,15
214570,14
210985,10
210985,1
232999,10
211239,1
204826,2
215321,15
207641,14
223510,15
230421,10
203782,1
209669,15
230147,14
190461,10
218621,14
230393,15
201967,14
201967,1
155885,1
200429,14
192490,1
223978,9
207593,10
229321,14
205243,15
212408,2
207797,15
179891,14
165788,15
224151,1
211862,10
221587,1
168585,15
181383,10
181383,15
53630,15
204412,10
221306,14
221306,1
225646,14
204908,1
192362,14
207722,15
169317,1
201043,10
201043,1
225356,14
225356,1
226877,1
212273,14
212273,1
228386,15
205346,14
157217,10
219167,15
204830,1
226060,14
226060,1
139274,15
224520,1
179972,15
224258,15
200962,1
204539,14
199151,14
237291,15
221671,10
172517,10
232670,15
227550,15
206553,15
226765,1
204233,1
202184,1
212933,15
213956,14
213956,9
202944,10
243903,15
214463,1
214191,15
162221,10
216749,1
178091,15
177578,2
177578,15
239015,14
202401,15
187033,2
235926,1
236690,15
208017,15
216464,10
235663,10
224396,15
212107,15
202882,14
202882,1
216447,14
213884,10
184183,15
192373,15
182133,15
171378,10
186992,10
202848,1
230495,15
228698,10
210259,15
230482,1
231240,1
206662,15
232517,1
230209,15
224574,10
224574,1
156975,15
195860,2
198420,14
216079,1
154634,7
210950,1
194053,2
200438,14
237556,15
182001,15
237297,15
213480,1
212456,14
212456,1
215256,10
236245,14
202445,15
197837,15
211907,10
207554,10
204738,14
212911,14
168621,10
202408,2
202408,15
202151,8
225182,1
211093,10
193425,10
205966,9
210828,2
198006,10
234612,1
230767,10
176237,15
213353,1
223329,10
207444,14
215107,14
215107,1
203067,10
214327,1
183606,15
196143,10
218154,9
184873,15
184082,15
189709,2
189709,15
187659,15
217097,1
217605,10
211461,15
230388,15
216820,14
216820,1
212722,14
226536,15
124635,17
210648,2
229593,9
172233,10
231361,15
230337,1
190653,1
226491,10
200630,14
200630,1
136113,15
225199,1
205469,15
236441,10
182168,2
190607,1
184716,10
238476,2
238476,15
213899,15
172425,15
215689,15
168326,15
203888,15
188268,14
210537,1
208230,15
176483,15
202330,14
193869,15
221000,10
193862,2
193862,15
190531,15
234045,14
234045,1
230965,10
182836,2
182836,15
207924,10
221219,2
214047,10
229148,14
213013,14
213013,1
219411,1
210450,15
203280,1
220925,10
202493,14
228092,15
225018,10
223724,10
230379,15
189410,10
170719,1
212187,7
221634,1
216258,14
210625,14
183483,15
198584,15
237239,11
178614,15
229558,15
211381,9
207537,14
175254,15
229773,15
199559,2
187517,15
204156,15
219258,15
192350,1
183130,7
235353,14
226378,15
211267,14
201262,10
192557,7
192557,11
190765,10
230183,10
210212,1
200228,15
172049,14
172049,9
172049,1
156432,15
178415,10
170733,14
199393,15
187607,2
187607,15
186581,11
198031,8
137351,17
205850,2
206511,8
207421,1
207807,1
208520,10
211368,14
211368,9
211368,1
212196,9
213400,10
216700,9
220523,2
220523,15
223627,15
223689,2
223689,15
224179,15
224458,1
226766,14
226766,1
227796,14
230020,10
230184,1
230269,1
230431,15
231969,8
231969,11
232097,9
232097,1
232381,15
235212,14
236632,9
236632,1
176731,15
180334,15
183285,15
183427,1
184252,15
187347,10
188081,14
188081,1
188942,15
189354,7
200155,10
202477,9
202477,1
202849,2
202849,15
203483,10
204277,10
204311,15
207993,15
215333,15
216150,10
216388,14
216388,9
216388,1
223061,14
223061,1
224254,14
224254,1
226168,10
226377,1
230938,10
233049,9
233049,1
165109,16
175379,7
176376,9
176376,1
182002,15
182212,15
183280,15
183900,9
188005,17
188988,9
189358,9
189358,1
189881,2
191687,15
193352,7
193886,8
203747,14
205114,9
205114,1
205525,14
205525,1
207791,10
208128,8
208128,11
210513,1
211256,10
211575,15
215785,14
216201,14
216547,14
216547,9
216547,1
218339,10
224334,7
138412,10
138412,7
139068,9
139068,1
146536,1
177458,16
187936,2
187936,15
189362,8
189362,15
189575,9
189575,1
191740,10
191740,17
192318,12
192641,2
193165,9
193165,1
196889,1
200610,10
200647,8
214997,9
214997,1
216352,10
216475,9
219809,15
227055,14
227055,1
227536,15
227928,14
227928,1
229906,14
229906,9
229906,1
230271,1
232432,13
106231,2
156519,10
159261,8
159261,3
162240,9
162895,12
168530,15
170481,15
178088,11
178509,2
178509,15
179847,2
179847,15
181786,15
190547,15
193283,10
193348,9
193525,10
195093,15
197655,2
197655,15
198141,17
198164,1
198706,12
198717,14
198717,9
199451,1
201400,9
201956,2
201956,15
202371,10
202857,14
202857,9
202857,1
203263,2
203263,15
203551,1
205175,13
205175,3
205693,15
207494,10
207494,1
207877,1
209989,10
212404,9
53302,17
137186,17
172879,15
176266,17
176769,13
176769,3
177388,7
177457,10
177457,17
177610,16
177610,17
181291,10
185103,8
185103,7
185103,11
188152,1
189068,13
189068,2
189068,15
189068,5
192638,11
193474,17
195365,9
195365,10
195365,1
198950,9
199564,10
199845,16
200724,16
200888,15
200949,14
200949,9
200949,1
202166,9
202651,9
203486,9
203486,1
216267,10
216354,9
216354,3
216354,5
220971,9
220971,1
230294,15
230666,9
230666,1
231677,14
231677,10
231677,1
235243,15
9014,9
9014,1
20775,9
20775,7
20775,1
143076,14
143076,9
143076,1
157481,16
157481,17
167397,3
168609,16
171919,2
171919,8
171919,16
178562,12
179844,15
179846,17
179846,15
180403,9
180403,1
184941,1
185020,10
186942,12
188377,10
190584,12
190584,17
192629,1
192629,3
193082,14
193082,9
193082,1
198176,17
199914,16
199914,17
201995,14
201995,9
202556,11
204970,1
139720,15
170890,17
176635,12
178518,10
178518,16
178518,17
180930,13
181783,2
181783,15
181872,16
183898,9
183898,1
183907,16
183907,15
184267,9
184267,1
187961,10
189513,12
189513,11
189513,6
190483,14
190483,9
190483,1
192774,16
192774,17
193747,12
193747,10
193747,7
193747,6
200104,9
200104,10
200104,8
200104,3
200104,5
204485,9
204485,1
204963,10
207865,16
208421,10
211117,10
212218,16
212218,17
180206,9
180206,12
180206,11
180206,6
184344,17
184432,16
184432,17
189596,10
189596,3
192505,13
192505,15
192505,5
199556,9
199556,12
199556,1
199556,6
201535,16
201942,9
201942,10
208722,14
208722,9
208722,1
212622,7
218667,9
218667,10
218667,1
222492,14
222492,9
222492,1
202652,14
202652,9
202652,1
205600,16
205600,17
152729,2
152729,16
152729,17
152729,4
164240,16
164240,17
173731,14
173731,8
173731,7
173731,11
173731,3
173731,5
178603,16
178603,17
188350,9
188350,12
188350,8
188350,1
188350,3
188350,6
188350,5
188567,13
188567,14
188567,5
189242,9
189242,12
189242,8
189242,11
189242,1
189242,6
215914,16
215914,17
138956,16
138956,17
138956,15
138956,4
155862,2
155862,16
155862,17
155862,4
168542,9
168542,12
168542,1
168542,6
182493,2
182493,16
182493,17
182493,4
182521,12
182521,8
182521,7
182521,6
188545,11
188545,3
202126,10
202126,8
202126,3
176580,9
176580,3
176580,5
177003,9
177003,12
177003,10
177003,7
177003,1
177003,6
183277,14
183277,9
183277,1
192985,9
192985,12
192985,10
192985,8
192985,7
192985,6
190871,14
190871,9
190871,11
190871,1
190871,3
190871,5
20801,14
20801,9
20801,8
20801,1
20801,3
20801,5
198690,1
204322,1
158023,9
158023,8
158023,7
158023,11
158023,1
158023,3
158023,5
190460,12
190460,7
190460,11
190460,6
195864,9
195864,12
195864,15
195864,6
198219,14
198219,9
198219,7
198219,1
201024,16
201024,17
201024,15
201024,4
203376,17
203376,15
231747,14
231747,9
231747,1
153079,9
153079,1
153079,3
153079,5
179813,10
189511,12
189511,17
194765,9
194765,10
194765,1
194765,3
194765,5
209331,14
209331,9
209331,1
209331,3
209331,5
211110,9
211110,12
211110,11
211110,1
211110,6
232363,17
135507,17
167664,3
168651,12
172871,16
172871,17
175943,9
175943,1
175943,3
175943,5
176676,9
176676,7
176676,1
184087,16
184087,17
189332,14
189332,7
189332,1
189509,9
189509,12
189509,1
189509,6
192387,3
197781,9
197781,12
197781,6
198710,12
198710,8
198710,7
198710,11
198710,6
200145,16
200145,17
200145,15
200145,4
201399,13
201399,2
201399,5
208670,12
208670,10
208670,1
208670,6
211300,9
212188,14
212190,2
212190,15
212198,10
212198,8
212462,7
216460,16
216594,9
220834,8
231443,14
231443,9
231443,1
41,9
41,12
41,6
41236,13
41236,2
41236,15
41236,3
41236,5
205498,12
205678,1
206113,14
206113,9
206113,1
207410,9
207410,12
207410,6
207566,15
207863,15
208418,1
208618,10
208618,1
208808,14
208808,1
208808,3
208808,5
209658,10
210514,14
210514,7
212523,11
213345,14
213345,9
213345,1
213331,2
213331,15
216409,1
221992,14
221992,1
222737,1
224411,9
228702,9
183498,10
184144,1
184431,9
184431,11
184431,1
184484,10
184484,7
184484,11
186345,7
186561,10
186627,15
187754,9
187754,1
188803,14
188803,9
188803,1
201455,15
202685,15
204024,10
204884,7
209889,1
212194,9
226110,14
226110,1
225953,9
230234,10
235569,9
45186,7
112316,15
197061,2
200315,14
202335,15
144622,9
153244,15
157960,9
161956,12
210411,1
212501,10
212501,15
213160,10
215061,3
238794,14
238794,1
150418,15
158232,9
159065,1
161648,9
164029,1
215466,15
215716,15
216189,10
216393,8
202750,2
202750,15
203106,1
193476,1
192445,15
173474,10
219145,15
185090,14
205569,7
184575,1
164082,8
178416,14
189757,15
172143,11
182179,15
152993,2
152993,15
184477,15
190875,15
194201,15
231633,2
232656,14
184111,15
229167,1
244269,2
244269,15
224811,15
162131,2
162131,15
230224,15
203910,1
193408,15
206198,15
205995,7
194728,15
230564,1
152996,10
200353,15
184789,15
188879,15
195363,15
192575,10
198719,1
169051,8
169051,15
201818,14
234678,10
202934,1
186805,14
194996,15
215270,1
220131,15
212449,2
212449,15
214491,14
195033,14
198657,10
169214,14
169214,1
205601,14
198688,15
221982,1
171830,15
176693,15
206160,1
233550,1
210287,15
200302,10
203629,2
202858,14
202858,1
211048,14
211048,1
202087,7
225673,15
230021,15
194947,2
194947,15
166074,15
200882,14
201943,15
229585,10
184312,14
213777,10
209449,14
209449,1
195620,14
190276,15
214622,14
225680,15
205735,1
178628,1
226807,10
183540,1
239904,15
208159,15
198196,15
152883,15
186674,10
223537,2
223537,15
213829,2
213829,15
219733,2
29552,11
224367,15
222573,10
168317,15
215193,1
214168,14
192663,2
192663,15
49045,15
192660,15
205998,10
237995,1
212680,14
230390,15
214004,15
228614,14
201220,1
167452,10
211249,15
199726,15
212035,14
212035,1
209729,1
232512,1
200787,14
200787,1
214096,2
209769,1
193147,10
214392,14
198032,15
227235,10
188091,10
220090,15
189369,15
180409,15
223710,2
223710,15
199663,15
235499,15
212715,1
212223,14
220429,15
232219,14
206106,14
206106,1
235047,14
235047,1
210236,15
219451,15
204347,15
222521,15
182091,1
219466,10
241240,1
207448,1
219755,10
234112,14
234112,1
198783,15
234385,1
210833,1
205711,14
224142,15
187042,10
232610,14
232610,1
206005,15
239814,15
237766,1
199895,15
123603,15
242663,15
198631,1
238072,15
244727,15
247045,1
207892,14
221480,1
221990,15
235580,15
187982,15
202077,15
215149,1
228732,15
227708,15
138384,2
138384,15
215183,15
222109,10
220829,15
215965,15
204701,1
233647,15
223151,14
235458,15
193749,15
172756,15
206563,10
206563,1
215266,14
215283,15
230386,15
240133,15
229381,14
240131,1
228887,2
228887,15
199700,1
203043,14
189730,15
240206,1
223307,10
215647,15
188779,15
198011,15
211848,10
247470,14
234413,10
243628,15
222636,15
219582,15
216265,15
231913,10
211177,10
170472,10
232695,15
222197,10
217606,14
217606,1
207622,15
244753,1
211745,10
223790,14
238636,10
159040,15
193358,1
209484,14
167512,14
238692,15
182883,1
199267,15
238450,15
203426,10
191154,1
208302,10
208592,10
231886,10
173815,15
222215,10
211221,14
206134,14
213301,1
197941,1
163634,15
223282,10
223282,1
210543,15
235642,10
202123,15
202904,15
239523,15
190644,15
206004,15
230835,14
241586,1
233163,10
199627,10
208857,15
200952,14
232951,1
180740,15
232963,14
192528,15
243983,15
190490,14
209177,10
172568,10
236586,10
238923,10
231498,15
199754,15
237914,15
177036,15
203930,15
188856,10
238562,14
208885,1
216322,1
167437,15
212251,15
234521,15
195124,14
230995,2
230995,15
222308,1
230515,1
231828,2
231828,15
227217,14
219550,15
212910,15
237997,1
232136,15
226295,1
177397,15
214550,14
239636,15
243748,10
229942,15
228681,15
199770,15
199307,15
231836,1
198057,1
224691,15
228325,10
228210,15
213894,14
235457,10
242402,14
238576,15
243713,15
231241,1
240738,14
238456,15
204151,15
210639,15
232053,14
232053,1
242857,15
200593,1
241650,14
236353,15
242566,1
240009,10
233060,1
239146,1
231356,10
243626,15
228510,15
225810,15
242604,14
203424,10
239201,1
235061,14
211415,15
221393,15
230846,10
246711,14
243350,1
172680,10
244536,15
245253,1
214164,15
244100,1
215423,1
235369,14
232789,1
19521,15
211259,14
238648,1
237308,14
237308,1
239848,15
220635,1
244157,1
211888,10
209831,15
232614,15
193957,1
203428,10
157590,15
184980,10
225167,15
194412,15
223083,14
231005,14
228701,15
238684,10
204892,1
239149,15
245212,2
245212,15
199881,15
193975,15
243881,10
213157,1
226724,14
210326,15
212624,10
221574,1
239493,14
239493,1
189828,10
210806,10
191859,10
196972,15
183648,1
207968,15
193613,15
228685,14
203328,1
244793,2
244793,15
204845,1
213280,14
213280,1
181021,15
233743,1
200718,15
220684,1
201467,15
223993,1
216052,15
207584,15
238559,15
122066,15
176592,15
226759,15
225734,14
183993,10
247480,1
235700,1
247218,15
233643,15
221853,1
209565,10
194714,15
212106,14
236681,1
168583,15
239492,10
239740,1
221302,14
186475,1
171881,15
223069,15
208477,15
200527,14
200527,1
234059,15
165185,15
236339,14
210482,15
224814,15
203297,1
188959,10
207639,10
217620,15
235527,14
235527,1
177414,15
