player_id,p_index,position
226260,0,CB
219860,0,CB
213204,0,RM
213204,1,LM
139475,0,CDM
139475,1,CB
237522,0,CB
237266,0,RM
237266,1,RW
237266,2,LM
237266,3,LW
234706,0,LB
214482,0,LB
199890,0,RB
199890,1,RM
189905,0,CDM
189905,1,CAM
229073,0,RB
229073,1,CB
223441,0,CB
223441,1,RB
209873,0,RB
209873,1,RM
199121,0,RM
199121,1,LM
221648,0,RB
244431,0,CDM
244431,1,CB
236751,0,CB
236751,1,CDM
226767,0,CB
221647,0,LB
221647,1,LM
221647,2,RB
203215,0,GK
214222,0,GK
243661,0,LB
243661,1,RB
243661,2,CB
232909,0,RB
232909,1,LB
232909,2,RWB
244684,0,ST
224204,0,GK
222156,0,RB
204492,0,ST
204492,1,RM
204492,2,RW
204492,3,LW
202444,0,CM
189387,0,GK
183499,0,CB
241867,0,ST
241867,1,RM
236747,0,RW
236747,1,CAM
232907,0,CDM
232907,1,CM
228299,0,CM
210123,0,CM
210123,1,CDM
192970,0,CM
192970,1,LM
222410,0,CB
237507,0,RB
237507,1,CDM
237507,2,CB
223427,0,CDM
223427,1,CB
202179,0,RM
171970,0,CM
171970,1,CDM
233410,0,CB
209602,0,RM
209602,1,RB
241089,0,RM
241089,1,RW
231105,0,GK
219585,0,CB
219585,1,RB
165568,0,RM
165568,1,LM
228544,0,CM
219840,0,LB
219840,1,LM
210368,0,GK
208832,0,LB
208832,1,CB
246719,0,CB
236991,0,CB
231103,0,CDM
231103,1,CM
224191,0,RB
223679,0,CB
223679,1,CDM
223679,2,RB
221631,0,CM
184254,0,GK
245438,0,ST
238014,0,LB
237758,0,LB
224702,0,GK
207806,0,LM
207806,1,LWB
203454,0,CDM
203454,1,CM
203454,2,CB
245437,0,ST
238269,0,LB
223677,0,RM
223677,1,CF
217277,0,GK
184764,0,LB
184764,1,CB
246972,0,RB
238780,0,CB
222396,0,CDM
222396,1,CB
216508,0,LM
206524,0,CB
237499,0,LM
237499,1,CAM
232379,0,ST
232379,1,CF
232379,2,RW
223931,0,CB
173498,0,CM
225722,0,CB
207546,0,CM
207546,1,LM
203450,0,CDM
237494,0,CDM
209334,0,RB
209334,1,RM
209334,2,LB
191669,0,CM
191669,1,CDM
169909,0,LB
232117,0,RB
153269,0,CM
153269,1,CDM
245172,0,CB
179636,0,RM
179636,1,CM
239028,0,LW
239028,1,LM
239028,2,RW
239028,3,RM
227764,0,RM
227764,1,LM
221620,0,RB
221620,1,RWB
221620,2,RM
213428,0,GK
193715,0,CDM
193715,1,CM
239795,0,ST
225203,0,GK
213171,0,CB
240050,0,RB
240050,1,LB
237490,0,CM
235442,0,CB
235442,1,RB
232626,0,RB
232626,1,LB
232626,2,RM
225202,0,CB
225202,1,LM
225202,2,LB
225202,3,LWB
212146,0,RM
212146,1,LM
184753,0,RB
184753,1,RWB
241585,0,CB
241585,1,LB
236464,0,ST
236464,1,LM
208304,0,CM
199088,0,RB
199088,1,RM
244655,0,RM
168879,0,CAM
168879,1,LM
168879,2,CM
224175,0,GK
155567,0,RB
155567,1,RM
216751,0,RB
216751,1,RWB
216751,2,CDM
247214,0,RM
247214,1,RB
247214,2,LM
234158,0,LM
234158,1,ST
222382,0,CM
222382,1,RM
173484,0,RB
173484,1,CB
173484,2,LB
231596,0,GK
229036,0,CB
201132,0,CB
200876,0,CB
243627,0,CM
243627,1,CAM
232107,0,GK
230827,0,RM
230827,1,RWB
230827,2,LM
215211,0,CB
208294,0,CM
208294,1,CDM
237477,0,LW
237477,1,LM
229285,0,CM
229285,1,RM
228517,0,CDM
228517,1,CM
228517,2,RB
223653,0,LB
216485,0,CM
144037,0,CB
144037,1,RB
193956,0,LM
239268,0,ST
239268,1,RB
236196,0,ST
236196,1,CAM
225956,0,RW
225956,1,ST
209316,0,CM
209316,1,LM
209316,2,RM
209316,3,CAM
232611,0,RB
232611,1,CB
232611,2,CM
232611,3,CDM
224163,0,CDM
224163,1,RB
152483,0,CB
216227,0,ST
215459,0,ST
215459,1,CF
201891,0,ST
227746,0,CM
227746,1,CF
224930,0,CM
224930,1,CB
221346,0,RM
221346,1,LM
221346,2,CAM
182689,0,CDM
182689,1,CM
232609,0,CM
232609,1,CF
222369,0,CDM
222369,1,CM
222369,2,CB
212385,0,CB
204449,0,RB
187296,0,LB
183712,0,ST
177568,0,LB
242336,0,CM
242336,1,CAM
241312,0,ST
235167,0,CM
235167,1,CDM
230303,0,ST
221599,0,RB
221599,1,CB
221599,2,CDM
155551,0,LM
209567,0,RM
209567,1,LM
209567,2,ST
209567,3,CAM
217502,0,GK
202654,0,LB
245149,0,RW
245149,1,ST
240797,0,LM
240797,1,CAM
234653,0,CM
234653,1,RM
234653,2,CDM
190620,0,LB
246684,0,LM
245148,0,RM
245148,1,LW
245148,2,LM
205720,0,LB
205720,1,LM
204184,0,RB
204184,1,CB
204184,2,LB
201112,0,GK
228759,0,LB
161943,0,CB
211095,0,ST
246678,0,CB
232598,0,CB
232598,1,RB
223638,0,CB
138390,0,CDM
138390,1,CM
193173,0,CM
193173,1,CDM
165269,0,ST
165269,1,LM
165269,2,LW
223125,0,CDM
223125,1,CB
220821,0,CB
245396,0,ST
179860,0,ST
215700,0,CM
215700,1,RB
211604,0,GK
246675,0,ST
240787,0,CAM
240787,1,CM
237203,0,CM
237203,1,CDM
169619,0,CB
169619,1,RB
158867,0,CB
216979,0,ST
211859,0,CB
211859,1,RB
211859,2,RM
247186,0,CAM
241810,0,CB
223378,0,CDM
223378,1,CM
205202,0,CB
246929,0,RW
246929,1,CF
242577,0,CM
240273,0,LW
240273,1,RW
240273,2,CAM
234129,0,LM
234129,1,CAM
232849,0,LB
232849,1,LWB
221329,0,LB
221329,1,RB
204689,0,ST
204689,1,LM
236432,0,LB
228240,0,CDM
228240,1,CM
189839,0,LB
246927,0,RW
246927,1,LW
179855,0,ST
235151,0,CDM
235151,1,CM
235151,2,CAM
215695,0,CB
214415,0,GK
239754,0,LM
236938,0,RW
236938,1,LW
221322,0,CB
221322,1,CDM
201353,0,GK
178312,0,GK
177544,0,CDM
177544,1,CB
162952,0,GK
221576,0,RB
152456,0,GK
215688,0,RM
200840,0,CB
177799,0,RB
177799,1,RM
225927,0,LB
197511,0,ST
187782,0,CDM
187782,1,CM
243590,0,LB
243590,1,LM
236678,0,CF
236678,1,CAM
236678,2,LW
219782,0,CB
244869,0,RM
165509,0,ST
165509,1,CF
165509,2,CAM
214917,0,CDM
214917,1,CM
214917,2,CB
211845,0,LM
211845,1,ST
206469,0,ST
206469,1,RM
199301,0,ST
199301,1,LW
230532,0,RM
230532,1,LM
221316,0,CB
212356,0,ST
204420,0,LB
204420,1,LM
237187,0,CB
232067,0,RW
232067,1,ST
232067,2,CAM
232067,3,RM
163203,0,CB
225667,0,ST
225667,1,CF
225667,2,CAM
212099,0,CM
212099,1,RM
191874,0,CB
237698,0,CAM
237698,1,LW
237698,2,RW
224130,0,GK
217730,0,RB
186753,0,LB
240513,0,CM
240513,1,CAM
224129,0,RB
223873,0,CB
233088,0,GK
232832,0,RM
232832,1,CM
232832,2,CDM
155264,0,CB
245371,0,CAM
245371,1,ST
179579,0,CAM
179579,1,CDM
165243,0,CB
223867,0,LM
223867,1,ST
222843,0,ST
221819,0,LM
221819,1,LB
221819,2,RM
216699,0,CM
216699,1,CAM
216699,2,CDM
223866,0,CM
223866,1,CDM
221562,0,CM
221562,1,CDM
216442,0,CAM
216442,1,CF
194937,0,CB
194937,1,LB
241273,0,LB
241273,1,LM
237177,0,CDM
229753,0,CDM
229753,1,CM
239224,0,CAM
239224,1,LM
239224,2,LW
228216,0,RB
228216,1,LB
213368,0,RB
213368,1,CB
209784,0,RB
207992,0,CAM
207992,1,ST
179831,0,ST
233079,0,CDM
233079,1,CM
233079,2,CAM
228983,0,CB
226679,0,LW
226679,1,LM
226679,2,ST
226679,3,LWB
223607,0,LB
222583,0,RB
246646,0,CM
246646,1,CDM
227446,0,ST
219254,0,ST
244341,0,CB
244341,1,CDM
163445,0,CM
216693,0,LB
229236,0,LB
222836,0,CM
222836,1,CDM
215412,0,LB
210804,0,CB
210804,1,RB
243571,0,CB
243571,1,RB
215410,0,CB
215410,1,RB
202866,0,CAM
202866,1,CF
202866,2,RM
238961,0,LB
238961,1,RB
237681,0,CAM
237681,1,RM
237681,2,ST
237681,3,LM
235377,0,ST
234097,0,ST
164465,0,RB
205937,0,RM
205937,1,LM
199787,0,CDM
189802,0,LB
241002,0,ST
241002,1,RM
241002,2,LM
235370,0,RW
235370,1,ST
169578,0,RB
169578,1,RWB
169578,2,CB
224361,0,CM
224361,1,RB
224361,2,RM
218985,0,CDM
218985,1,CB
209001,0,ST
232296,0,RB
225896,0,LB
225896,1,CB
210792,0,RM
181095,0,ST
181095,1,CF
49511,0,CB
238951,0,CM
218471,0,LM
218471,1,CM
218471,2,LB
187494,0,CM
187494,1,CB
236390,0,RB
238693,0,LM
225893,0,ST
225893,1,LM
225381,0,CM
222565,0,LW
213604,0,CM
213604,1,CDM
195427,0,ST
240227,0,CDM
233315,0,CAM
233315,1,CM
233315,2,RM
233315,3,ST
232291,0,ST
224099,0,RB
224099,1,RWB
210275,0,RM
210275,1,LM
244834,0,ST
173666,0,LM
173666,1,CM
222306,0,LWB
222306,1,LM
222306,2,LB
219746,0,LB
213090,0,CB
212066,0,LM
210786,0,LM
210786,1,RM
188257,0,LB
179808,0,LB
232800,0,LM
232800,1,CAM
232800,2,RM
231264,0,RM
229472,0,LM
229472,1,RM
162144,0,CM
162144,1,CDM
224095,0,CDM
224095,1,CM
197983,0,CB
197983,1,RWB
239454,0,LM
213338,0,RM
213338,1,LM
199002,0,CM
241497,0,RB
241497,1,LB
240729,0,CDM
240729,1,CAM
215129,0,CM
215129,1,LB
215129,2,LM
238936,0,RM
238936,1,RW
234072,0,RB
223320,0,RB
223320,1,RM
208984,0,RM
208984,1,LM
177495,0,LM
177495,1,RM
177495,2,CAM
239703,0,LM
239703,1,CM
239703,2,CDM
239703,3,RM
235095,0,CDM
208983,0,RB
208983,1,CDM
186198,0,CM
238678,0,CB
181844,0,RW
181844,1,RM
181844,2,LB
181844,3,CM
240212,0,GK
233812,0,LM
233812,1,LB
162388,0,CB
227668,0,GK
210772,0,GK
193875,0,RB
233043,0,CDM
232787,0,LM
232787,1,RM
232787,2,CM
214099,0,CAM
214099,1,RM
214099,2,CM
214099,3,ST
203347,0,LW
246098,0,RB
244305,0,CB
240209,0,RM
211793,0,CB
246608,0,CM
246608,1,CAM
235856,0,GK
227920,0,LM
227920,1,ST
227920,2,LW
230223,0,CB
219471,0,CB
244046,0,ST
226382,0,CDM
226382,1,CM
226382,2,LM
224590,0,CM
224590,1,RW
224590,2,RM
241741,0,CAM
241741,1,RM
232269,0,LW
232269,1,ST
224589,0,LB
224589,1,LM
210253,0,LB
210253,1,CDM
200525,0,GK
199245,0,GK
193608,0,CM
239944,0,RM
239944,1,RWB
172872,0,CDM
172872,1,CM
221768,0,CB
221768,1,CDM
217160,0,CM
217160,1,CAM
217160,2,LM
215368,0,RM
215368,1,RWB
239431,0,LB
239431,1,LWB
221511,0,ST
243014,0,RM
239686,0,RB
239686,1,RM
239686,2,CB
220230,0,CB
244037,0,CAM
244037,1,RW
244037,2,ST
240453,0,CB
237893,0,RB
204101,0,RM
204101,1,LM
217156,0,GK
213316,0,ST
213316,1,CB
204100,0,ST
244547,0,GK
237635,0,LM
237635,1,LW
216387,0,ST
199747,0,LB
199491,0,LB
241985,0,CM
241985,1,CAM
231489,0,GK
214081,0,RB
193344,0,LM
193344,1,LW
193344,2,ST
239936,0,ST
231488,0,RW
231488,1,LW
231488,2,RM
229440,0,CB
193087,0,LB
231743,0,ST
226879,0,LM
226879,1,ST
147007,0,CM
147007,1,LM
147007,2,CAM
206399,0,LB
206399,1,RB
205887,0,ST
199231,0,RB
199231,1,RW
242238,0,CB
221502,0,ST
213566,0,CAM
213566,1,RM
208958,0,GK
197950,0,CAM
197950,1,RM
192317,0,GK
241981,0,RB
230458,0,CDM
224570,0,ST
187193,0,CB
243001,0,CM
219449,0,CM
211001,0,CDM
211001,1,CM
211001,2,CB
237368,0,CB
237368,1,CDM
212024,0,CAM
212024,1,CM
229175,0,LB
229175,1,CB
229175,2,CDM
229175,3,RB
228151,0,CM
202295,0,ST
201527,0,RWB
184630,0,GK
243510,0,LW
241462,0,CDM
240694,0,CM
240694,1,RM
240694,2,CDM
240694,3,LM
235574,0,GK
224566,0,CB
189237,0,LB
189237,1,LM
189237,2,LWB
225589,0,CB
221493,0,RB
221493,1,CB
189492,0,CM
189492,1,CDM
246324,0,LM
246324,1,CAM
242228,0,RB
242228,1,RWB
238900,0,ST
214836,0,LM
214836,1,LB
183347,0,GK
231219,0,CDM
231219,1,CM
225075,0,ST
225075,1,LW
225075,2,RW
181298,0,CB
241970,0,CB
241970,1,RB
240434,0,ST
240434,1,LM
236850,0,CM
236850,1,RW
236850,2,LM
214578,0,GK
243249,0,CM
243249,1,CDM
214065,0,LM
214065,1,LB
214065,2,LW
247088,0,LB
235568,0,CM
235568,1,RB
235568,2,CDM
235568,3,LB
228912,0,GK
225072,0,RB
225072,1,CB
223792,0,GK
241967,0,RW
241967,1,RM
241967,2,LM
219951,0,CM
219951,1,LWB
240942,0,CDM
240942,1,CM
214314,0,GK
246057,0,CDM
244521,0,LM
224297,0,LB
202025,0,ST
190504,0,CDM
190504,1,CM
188968,0,GK
244008,0,CB
169000,0,CAM
169000,1,CM
231976,0,CB
211240,0,CAM
211240,1,LM
211240,2,LW
203048,0,RB
203815,0,GK
245030,0,ST
233254,0,ST
137510,0,LB
137510,1,CB
243237,0,LB
175141,0,GK
236837,0,LM
236837,1,ST
236837,2,RM
228645,0,ST
237348,0,CDM
237348,1,CM
202532,0,CM
245795,0,LW
213027,0,CB
170785,0,GK
212513,0,RM
212513,1,LM
208417,0,RW
208417,1,CAM
208417,2,ST
241696,0,RB
241696,1,RWB
207904,0,LM
207904,1,RM
185119,0,CM
185119,1,RB
245535,0,LM
245535,1,CM
243743,0,LM
243743,1,CAM
232991,0,CM
223007,0,RB
223007,1,CB
144415,0,CDM
214046,0,CDM
214046,1,CM
207902,0,ST
231197,0,RM
231197,1,LM
231197,2,RW
231197,3,CAM
200989,0,GK
194076,0,ST
191260,0,LB
191260,1,LWB
191260,2,CB
236316,0,RB
236316,1,RWB
205596,0,LB
190235,0,RB
213528,0,CB
213528,1,LB
240663,0,ST
240663,1,CAM
169495,0,LM
169495,1,RM
229655,0,GK
163351,0,ST
228375,0,CDM
213271,0,RB
213271,1,CB
212247,0,GK
207895,0,CDM
207895,1,CB
203287,0,ST
239894,0,CM
239894,1,CDM
229910,0,CM
229910,1,RM
228886,0,ST
228886,1,CF
219158,0,CB
219158,1,LB
149270,0,CDM
149270,1,CM
202518,0,RM
202518,1,LM
245013,0,CAM
245013,1,RM
245013,2,LM
241173,0,ST
241173,1,CAM
237077,0,CB
237077,1,CDM
224789,0,RM
224789,1,RB
216597,0,GK
208917,0,RB
244756,0,ST
239380,0,LW
239380,1,RW
236308,0,CB
236308,1,LB
200980,0,RWB
200980,1,RM
200980,2,LM
183827,0,GK
247315,0,RM
247315,1,RWB
242195,0,CB
238867,0,CAM
238867,1,LW
237331,0,LB
237331,1,CB
237331,2,LM
227859,0,CM
223763,0,CB
212243,0,RB
212243,1,RM
212243,2,LB
211987,0,CDM
211987,1,CM
211987,2,CB
197907,0,ST
242194,0,LB
242194,1,LWB
242194,2,LM
235026,0,LB
230418,0,CDM
230418,1,CM
213778,0,ST
205586,0,ST
244497,0,RM
239121,0,ST
224017,0,CB
224017,1,CDM
224017,2,CM
242958,0,CB
242958,1,CDM
235022,0,CAM
235022,1,RM
235022,2,CM
235022,3,LM
229646,0,CB
163342,0,ST
163342,1,CF
162830,0,CB
162830,1,RB
209166,0,GK
222477,0,CM
222477,1,CDM
237580,0,GK
234764,0,CF
161804,0,RB
161804,1,RWB
161804,2,LB
223756,0,CB
223756,1,CDM
223756,2,CM
221964,0,GK
214028,0,ST
214028,1,RM
210700,0,CM
210700,1,CDM
210700,2,CAM
184587,0,RM
184587,1,LM
184587,2,CAM
244235,0,RW
245003,0,CB
236555,0,ST
236555,1,CF
236043,0,CDM
236043,1,CM
118794,0,GK
246282,0,RB
243210,0,LB
204554,0,CB
181001,0,GK
238089,0,RM
239881,0,ST
171017,0,CB
224009,0,RB
221705,0,CM
220937,0,RB
239368,0,LB
221704,0,GK
217096,0,GK
214280,0,LB
214280,1,LM
211720,0,CM
211720,1,RM
210184,0,GK
182023,0,GK
246791,0,RM
246791,1,LM
238599,0,LM
238599,1,RM
229383,0,LB
211463,0,ST
203015,0,CB
237574,0,ST
165894,0,ST
165894,1,RW
156675,0,LB
156675,1,CB
244482,0,RB
244482,1,CB
235266,0,GK
225282,0,GK
225026,0,CB
196353,0,LWB
196353,1,LB
244993,0,RB
244993,1,CDM
244993,2,CB
244993,3,CM
227329,0,LM
227329,1,LW
227329,2,RW
221441,0,RM
221441,1,ST
221441,2,LM
216833,0,GK
212481,0,CM
212481,1,RM
212481,2,CAM
200449,0,CB
186112,0,ST
247040,0,LB
165888,0,CB
232191,0,GK
230143,0,CB
241406,0,CM
234238,0,RW
234238,1,RM
229118,0,CM
209662,0,RM
205054,0,LM
205054,1,LB
243197,0,GK
239357,0,RM
239357,1,ST
232189,0,CB
219133,0,LM
219133,1,LB
211453,0,ST
228348,0,LB
228348,1,RB
226044,0,ST
158716,0,CM
158716,1,CDM
212988,0,CDM
212988,1,CM
246011,0,RM
246011,1,ST
244731,0,ST
237563,0,ST
233467,0,RW
233467,1,RM
227835,0,CM
225019,0,ST
211195,0,LB
187898,0,LW
187898,1,RW
246010,0,GK
245242,0,RB
245242,1,RM
245242,2,LB
208122,0,CB
206074,0,CB
225529,0,CB
223222,0,CB
223222,1,RB
198134,0,CM
198134,1,CDM
188917,0,CB
188405,0,CAM
245237,0,CM
112373,0,GK
238581,0,RM
238581,1,LM
238581,2,ST
192500,0,GK
223732,0,GK
215028,0,CM
215028,1,CDM
164339,0,ST
211955,0,CDM
211955,1,CM
211955,2,CB
208371,0,CM
208371,1,CDM
208371,2,CAM
191218,0,CB
239090,0,CB
229362,0,CB
228082,0,CDM
228082,1,CB
199410,0,LM
199410,1,ST
242673,0,CAM
242673,1,CM
236273,0,RB
236273,1,RWB
236273,2,RM
229873,0,RB
211953,0,GK
192496,0,CB
244464,0,ST
244464,1,LW
244464,2,RW
242672,0,CB
176368,0,RB
176368,1,RWB
231664,0,GK
231408,0,RW
231408,1,ST
231408,2,LW
157168,0,LB
148720,0,CDM
148720,1,CM
234223,0,CM
234223,1,CDM
228591,0,RB
223727,0,GK
211439,0,ST
208111,0,RB
208111,1,CB
178414,0,CB
239342,0,GK
234222,0,ST
234222,1,LW
234222,2,CM
155886,0,GK
212718,0,CM
211438,0,LB
211438,1,CB
244973,0,CAM
244973,1,CM
241389,0,RM
232685,0,CB
234984,0,CAM
234984,1,RW
225768,0,LB
225768,1,LWB
244967,0,CDM
234983,0,CAM
234983,1,CM
234727,0,CB
214503,0,GK
202215,0,GK
152038,0,LM
152038,1,LW
208614,0,CB
206054,0,RM
206054,1,LM
206054,2,RW
200678,0,RM
200678,1,RWB
199398,0,LB
184549,0,RM
184549,1,RB
181733,0,GK
181477,0,CB
245733,0,ST
164581,0,LB
164581,1,CDM
199909,0,GK
189924,0,RB
210148,0,CM
210148,1,CDM
193251,0,CB
242915,0,LB
242915,1,RB
242915,2,RM
231139,0,CB
212451,0,LB
188386,0,ST
243170,0,ST
238050,0,RM
238050,1,LW
232162,0,CDM
227810,0,CM
227810,1,CDM
221666,0,CM
221666,1,CDM
216802,0,ST
216802,1,CAM
216802,2,RM
206562,0,CM
232929,0,RB
232929,1,CDM
232929,2,RM
232929,3,LB
139489,0,CM
139489,1,CDM
213984,0,CAM
213984,1,CM
213984,2,RM
209888,0,LW
209888,1,LM
156894,0,CM
156894,1,CDM
241117,0,CAM
241117,1,CM
241117,2,LM
234717,0,GK
221661,0,CAM
221661,1,LM
221661,2,ST
205533,0,RB
205533,1,CB
196316,0,GK
216540,0,GK
210140,0,GK
198104,0,CDM
198104,1,CM
192471,0,CDM
192471,1,CM
51159,0,LM
51159,1,RM
51159,2,CAM
240343,0,CM
240343,1,LM
236247,0,CM
216535,0,LB
216535,1,LM
216023,0,CM
216023,1,CDM
216023,2,CAM
214487,0,CDM
214487,1,CM
213719,0,GK
205015,0,RB
189910,0,ST
245718,0,CB
245718,1,CDM
137686,0,CAM
137686,1,LM
202966,0,CB
189141,0,ST
189141,1,LW
187093,0,LB
187093,1,LM
234197,0,GK
244949,0,ST
232405,0,RB
226517,0,CAM
226517,1,CM
226005,0,LB
226005,1,LM
216789,0,CB
203733,0,CM
203733,1,CDM
182228,0,LB
182228,1,CB
182228,2,LWB
239572,0,RW
239572,1,RM
239572,2,CM
239572,3,CAM
158676,0,CM
221908,0,LM
221908,1,RM
221908,2,ST
246739,0,CM
245459,0,CM
237779,0,CB
204499,0,CB
198355,0,GK
235474,0,RM
235474,1,LM
232658,0,CB
230866,0,CAM
230866,1,RW
230866,2,RM
188625,0,CB
240081,0,CB
236241,0,GK
222161,0,LM
222161,1,CAM
222161,2,CM
216273,0,CM
190160,0,CB
190160,1,CDM
233168,0,LM
200912,0,LM
200912,1,CAM
239567,0,CDM
190665,0,ST
239049,0,CDM
239049,1,CM
226249,0,CM
206281,0,CB
206281,1,CDM
213449,0,RB
213449,1,RM
173256,0,CB
173256,1,LB
206536,0,CDM
206536,1,CM
206536,2,CB
194759,0,LB
194759,1,CB
244935,0,ST
244935,1,RM
243911,0,LB
243911,1,LWB
229831,0,LB
223687,0,CB
223687,1,RB
211911,0,CB
211911,1,CDM
201927,0,RM
201927,1,LM
233670,0,CB
233670,1,LB
224198,0,LB
222661,0,LW
222661,1,RM
213957,0,CM
213957,1,LM
241092,0,CDM
241092,1,CM
230084,0,ST
222916,0,LM
216260,0,RM
216260,1,RWB
216260,2,RB
240067,0,LM
240067,1,RM
240067,2,RW
240067,3,CM
171971,0,CM
171971,1,LM
214211,0,LM
214211,1,ST
211395,0,CAM
211395,1,ST
192962,0,ST
192450,0,ST
238786,0,CM
238786,1,CAM
238786,2,LM
235714,0,LM
225730,0,RM
225730,1,LM
212418,0,CDM
212418,1,CM
212418,2,CB
206530,0,CB
203458,0,CB
200130,0,CDM
200130,1,CM
198082,0,CM
198082,1,CDM
119233,0,RB
184001,0,CM
203457,0,ST
193728,0,LM
193728,1,RM
193728,2,CM
243392,0,RM
243392,1,LM
240064,0,CB
219584,0,GK
233148,0,LM
233148,1,RM
233148,2,LWB
233148,3,CM
211132,0,GK
210108,0,CAM
210108,1,ST
209852,0,LB
184763,0,GK
242619,0,CDM
210619,0,CM
210619,1,CAM
204987,0,CAM
204987,1,CM
204987,2,RM
199867,0,GK
246970,0,CB
235450,0,CAM
235450,1,CM
235450,2,CDM
231098,0,LB
221626,0,CB
204730,0,CM
204730,1,CDM
242361,0,CB
236217,0,CB
236217,1,RB
235961,0,CM
233401,0,LW
233401,1,RW
233145,0,CDM
233145,1,RM
233145,2,LM
232377,0,RM
232377,1,LM
223673,0,CB
204217,0,ST
202169,0,LM
202169,1,RM
202169,2,ST
243384,0,LW
243384,1,RW
176568,0,CB
173752,0,RB
173752,1,LB
173752,2,RWB
231864,0,RW
225720,0,CDM
225720,1,CM
225720,2,RB
202168,0,GK
192695,0,RB
192695,1,CDM
192695,2,CB
232887,0,RM
232887,1,LM
232375,0,LW
232375,1,RW
232375,2,CF
229815,0,CB
229815,1,RB
201911,0,ST
